City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Russellville,US,2022-02-02 15:24:47,35.2784,-93.1338,58.21,93,100,9.22
295,Hofn,IS,2022-02-02 15:28:10,64.2539,-15.2082,30.22,80,40,2.3
296,Mirnyy,RU,2022-02-02 15:28:11,62.5353,113.9611,-27.49,99,18,3.96
297,Gotsu,JP,2022-02-02 15:28:11,35.0,132.2167,40.89,57,44,13.09
298,Mogadishu,SO,2022-02-02 15:28:11,2.0371,45.3438,80.08,79,88,20.2
299,Nieuw Amsterdam,SR,2022-02-02 15:28:12,5.8833,-55.0833,87.82,63,40,9.22
300,Faya,SA,2022-02-02 15:28:12,18.3851,42.4509,64.51,62,49,6.38
301,Omsukchan,RU,2022-02-02 15:28:12,62.5333,155.8,-7.51,98,99,5.68
302,Monduli,TZ,2022-02-02 15:27:13,-3.3,36.45,71.4,64,100,3.31
303,Atar,MR,2022-02-02 15:28:13,20.5169,-13.0499,95.05,14,100,23.02
304,Saint-Leu,RE,2022-02-02 15:28:13,-21.15,55.2833,81.43,90,100,31.79
305,Mount Isa,AU,2022-02-02 15:28:14,-20.7333,139.5,82.17,69,40,1.14
306,Prudentopolis,BR,2022-02-02 15:28:14,-25.2131,-50.9778,82.87,50,72,2.39
307,Sao Miguel Do Araguaia,BR,2022-02-02 15:28:14,-13.275,-50.1628,84.33,66,69,2.86
308,Flint,US,2022-02-02 15:24:48,43.0125,-83.6875,33.82,96,100,3.44
309,Dire Dawa,ET,2022-02-02 15:28:15,9.5931,41.8661,76.03,38,100,13.18
310,San Patricio,US,2022-02-02 15:28:15,28.017,-97.5169,71.55,92,86,6.87
311,Lujan,AR,2022-02-02 15:28:16,-34.5703,-59.105,93.02,51,11,3.0
312,Rizhao,CN,2022-02-02 15:28:16,35.4275,119.4553,31.98,50,100,2.15
313,Lavrentiya,RU,2022-02-02 15:28:17,65.5833,-171.0,-2.78,81,1,15.3
314,Deputatskiy,RU,2022-02-02 15:28:17,69.3,139.9,-11.58,97,100,4.32
315,Ureki,GE,2022-02-02 15:28:17,41.9956,41.7786,55.36,73,100,5.41
316,Hatillo,PR,2022-02-02 15:28:18,18.4863,-66.8254,85.06,71,26,3.0
317,Ambulu,ID,2022-02-02 15:29:18,-8.345,113.6058,77.65,87,95,2.33
318,Valley City,US,2022-02-02 15:29:18,46.9233,-98.0032,-10.21,70,0,16.11
319,Verkh-Suetka,RU,2022-02-02 15:29:19,53.3,80.05,-1.08,100,90,1.39
320,Clyde River,CA,2022-02-02 15:29:19,70.4692,-68.5914,-25.37,75,100,4.61
321,Mabaruma,GY,2022-02-02 15:29:19,8.2,-59.7833,84.2,74,40,6.91
322,Maniwaki,CA,2022-02-02 15:29:20,46.3834,-75.966,30.58,93,100,9.22
323,Port Elizabeth,ZA,2022-02-02 15:29:20,-33.918,25.5701,78.1,83,20,20.71
324,Canto Do Buriti,BR,2022-02-02 15:29:20,-8.11,-42.9444,91.8,37,9,4.85
325,Tondano,ID,2022-02-02 15:29:21,1.3038,124.9112,68.09,94,100,1.86
326,Cookeville,US,2022-02-02 15:29:21,36.1628,-85.5016,51.62,73,40,5.99
327,Ojinaga,MX,2022-02-02 15:28:40,29.5667,-104.4167,57.58,32,100,0.0
328,Kudahuvadhoo,MV,2022-02-02 15:29:22,2.6708,72.8944,82.22,74,4,10.83
329,Gazalkent,UZ,2022-02-02 15:29:22,41.5581,69.7708,39.56,54,100,3.24
330,Severo-Yeniseyskiy,RU,2022-02-02 15:29:22,60.3725,93.0408,5.04,97,99,4.68
331,Acajutla,SV,2022-02-02 15:29:23,13.5928,-89.8275,84.54,58,0,0.98
332,Haukipudas,FI,2022-02-02 15:29:23,65.1765,25.3523,12.25,89,99,4.59
333,Avera,US,2022-02-02 15:29:23,33.194,-82.5271,53.11,78,100,10.27
334,Bereznik,RU,2022-02-02 15:29:24,62.8551,42.7072,16.18,97,100,2.98
335,Okhotsk,RU,2022-02-02 15:29:24,59.3833,143.3,3.33,74,100,17.16
336,Komsomolskiy,UZ,2022-02-02 15:29:25,40.4272,71.7189,38.62,70,100,0.0
337,San Gil,CO,2022-02-02 15:29:25,6.5557,-73.1331,73.08,50,2,0.89
338,Vestmannaeyjar,IS,2022-02-02 15:29:25,63.4427,-20.2734,32.99,93,40,9.22
339,Guerrero Negro,MX,2022-02-02 15:29:26,27.9769,-114.0611,58.77,65,82,10.69
340,Itaberaba,BR,2022-02-02 15:28:01,-12.5275,-40.3069,90.86,39,1,4.47
341,Sarajevo,BA,2022-02-02 15:29:21,43.8486,18.3564,35.51,86,20,1.01
342,Ponta Delgada,PT,2022-02-02 15:29:26,37.7333,-25.6667,65.5,67,40,10.36
343,Adrar,MR,2022-02-02 15:29:27,20.5022,-10.0711,84.31,13,86,18.9
344,Changping,CN,2022-02-02 15:29:27,40.2186,116.2197,22.64,26,0,4.0
345,Nishihara,JP,2022-02-02 15:29:27,26.1842,127.7558,67.28,94,75,13.8
346,Yelizovo,RU,2022-02-02 15:29:28,53.1873,158.3805,30.34,92,100,8.99
347,Soyo,AO,2022-02-02 15:29:28,-6.1349,12.3689,84.25,68,29,11.63
348,Ewa Beach,US,2022-02-02 15:29:29,21.3156,-158.0072,73.35,78,0,8.01
349,Pasni,PK,2022-02-02 15:29:29,25.2631,63.471,73.76,34,0,28.45
350,Salamiyah,SY,2022-02-02 15:29:29,35.0113,37.0532,55.11,50,100,14.81
351,Preobrazheniye,RU,2022-02-02 15:29:30,42.9019,133.9064,14.97,62,5,7.25
352,Sinnamary,GF,2022-02-02 15:29:30,5.3833,-52.95,79.97,81,47,12.28
353,Sao Filipe,CV,2022-02-02 15:29:30,14.8961,-24.4956,75.31,68,0,15.5
354,Rocha,UY,2022-02-02 15:29:31,-34.4833,-54.3333,83.88,36,1,8.19
355,Bathsheba,BB,2022-02-02 15:29:31,13.2167,-59.5167,83.01,69,40,18.41
356,Paredon,MX,2022-02-02 15:29:31,16.0333,-93.8667,79.03,65,0,3.98
357,Corralillo,CU,2022-02-02 15:29:32,22.9819,-80.5856,76.51,66,72,19.04
358,Trincomalee,LK,2022-02-02 15:29:32,8.5711,81.2335,78.3,67,5,11.27
359,Pampas,PE,2022-02-02 15:29:32,-12.4,-74.9,53.47,76,98,5.79
360,Camaqua,BR,2022-02-02 15:29:33,-30.8511,-51.8122,89.46,40,0,7.29
361,Birjand,IR,2022-02-02 15:29:33,32.8663,59.2211,41.47,70,0,4.61
362,Berbera,SO,2022-02-02 15:29:33,10.4396,45.0143,79.38,70,100,10.85
363,Killam,CA,2022-02-02 15:29:34,52.7834,-111.8518,-18.81,76,85,5.75
364,Lynchburg,US,2022-02-02 15:28:36,37.4138,-79.1423,43.93,71,0,3.44
365,Bandipur,NP,2022-02-02 15:30:34,27.9333,84.4167,48.2,68,55,0.78
366,Geraldton,AU,2022-02-02 15:30:35,-28.7667,114.6,93.61,18,66,16.11
367,Aswan,EG,2022-02-02 15:30:35,24.0934,32.907,66.02,30,0,3.24
368,Karratha,AU,2022-02-02 15:30:35,-20.7377,116.8463,82.58,74,100,11.16
369,Brunswick,US,2022-02-02 15:29:38,41.2381,-81.8418,41.5,64,100,10.0
370,Ayr,GB,2022-02-02 15:30:36,55.4627,-4.6339,51.31,96,100,13.96
371,Bilma,NE,2022-02-02 15:30:36,18.6853,12.9164,73.02,11,0,10.11
372,Arrifes,PT,2022-02-02 15:30:37,37.7667,-25.7,62.24,67,40,10.36
373,Maraa,BR,2022-02-02 15:30:37,-1.8333,-65.3667,87.64,62,73,6.62
374,Grand Forks,US,2022-02-02 15:30:37,47.9417,-97.4337,-11.52,69,0,10.36
375,Mut,TR,2022-02-02 15:30:38,36.6439,33.4389,43.0,100,100,7.78
376,Cumbum,IN,2022-02-02 15:30:38,9.7333,77.3,71.17,72,10,3.06
377,Arlit,NE,2022-02-02 15:30:38,18.7369,7.3853,80.58,8,1,11.56
378,Resistencia,AR,2022-02-02 15:30:39,-27.4606,-58.9839,103.08,22,20,8.05
379,Ketchikan,US,2022-02-02 15:30:39,55.3422,-131.6461,37.38,86,100,8.05
380,Tabuk,PH,2022-02-02 15:30:39,17.4189,121.4443,67.5,86,15,4.09
381,Poum,NC,2022-02-02 15:30:40,-20.2333,164.0167,79.39,75,1,12.15
382,Laguna,US,2022-02-02 15:30:40,38.421,-121.4238,53.1,55,0,5.99
383,Esparta,HN,2022-02-02 15:30:41,15.7437,-87.1766,78.94,60,0,3.2
384,Gornopravdinsk,RU,2022-02-02 15:30:41,60.05,69.9,23.41,95,100,10.49
385,General Pico,AR,2022-02-02 15:30:41,-35.6566,-63.7568,85.96,44,100,7.85
386,Galeana,MX,2022-02-02 15:30:42,24.8333,-100.0667,63.55,21,5,6.76
387,Padang,ID,2022-02-02 15:30:42,-0.9492,100.3543,79.34,85,99,3.83
388,Tezu,IN,2022-02-02 15:30:42,27.9167,96.1667,54.64,67,46,4.72
389,Radzyn Podlaski,PL,2022-02-02 15:30:43,51.7833,22.6167,36.25,92,100,17.6
390,Rawson,AR,2022-02-02 15:30:43,-43.3002,-65.1023,76.93,29,99,15.01
391,Pevek,RU,2022-02-02 15:30:44,69.7008,170.3133,-9.13,80,11,3.69
392,Fort Nelson,CA,2022-02-02 15:30:44,58.8053,-122.7002,-22.41,76,75,0.0
393,Shieli,KZ,2022-02-02 15:30:44,44.1667,66.75,26.94,94,39,2.08
394,Sao Jose Da Coroa Grande,BR,2022-02-02 15:30:45,-8.8978,-35.1478,85.69,59,38,9.1
395,Nuuk,GL,2022-02-02 15:30:45,64.1835,-51.7216,9.21,56,40,13.8
396,Liverpool,GB,2022-02-02 15:25:56,53.4106,-2.9779,53.76,84,75,5.99
397,Lithgow,AU,2022-02-02 15:30:46,-33.4833,150.15,53.91,97,100,3.6
398,Skjervoy,NO,2022-02-02 15:30:46,70.0311,20.9714,24.98,70,57,18.54
399,Nhamunda,BR,2022-02-02 15:30:47,-2.1861,-56.7131,85.06,64,76,7.07
400,Isangel,VU,2022-02-02 15:30:47,-19.55,169.2667,75.31,88,40,0.0
401,Durango,MX,2022-02-02 15:27:24,24.8333,-104.8333,50.9,18,15,5.39
402,Lozuvatka,UA,2022-02-02 15:30:47,48.0571,33.2858,34.54,95,100,5.3
403,Taldan,RU,2022-02-02 15:30:48,53.6667,124.8,-3.84,69,24,8.99
404,Dawson,US,2022-02-02 15:30:48,31.7735,-84.4466,62.02,71,100,13.76
405,Susangerd,IR,2022-02-02 15:30:49,31.5608,48.1831,62.62,42,0,6.49
406,Pisco,PE,2022-02-02 15:30:49,-13.7,-76.2167,77.02,68,0,8.05
407,Deer Lake,CA,2022-02-02 15:30:12,49.1667,-57.4316,6.66,72,75,3.44
408,Valdivia,CL,2022-02-02 15:30:49,-39.8142,-73.2459,69.89,48,48,4.29
409,Sandakan,MY,2022-02-02 15:30:50,5.8402,118.1179,80.28,83,20,8.01
410,Hammerfest,NO,2022-02-02 15:30:50,70.6634,23.6821,24.53,73,0,5.75
411,Nambucca Heads,AU,2022-02-02 15:30:50,-30.65,153.0,74.17,96,100,10.87
412,Carthage,TN,2022-02-02 15:31:51,36.8611,10.3316,58.55,78,42,28.34
413,Namatanai,PG,2022-02-02 15:31:51,-3.6667,152.4333,77.54,84,100,4.43
414,Coahuayana,MX,2022-02-02 15:31:51,18.7333,-103.6833,78.28,35,0,1.88
415,Gat,IL,2022-02-02 15:31:52,31.61,34.7642,63.39,60,100,3.74
416,Awbari,LY,2022-02-02 15:31:52,26.5921,12.7805,55.38,28,3,16.53
417,Astoria,US,2022-02-02 15:31:25,46.1879,-123.8313,40.01,95,40,1.01
418,Salacgriva,LV,2022-02-02 15:31:53,57.7536,24.3581,25.9,92,78,6.26
419,Lorca,ES,2022-02-02 15:31:53,37.6712,-1.7017,73.78,30,0,4.59
420,Hamilton,US,2022-02-02 15:31:29,39.1834,-84.5333,44.89,94,100,1.01
421,Ancud,CL,2022-02-02 15:31:52,-41.8697,-73.8203,72.23,75,100,5.3
422,Aktas,KZ,2022-02-02 15:31:54,49.7789,72.9608,5.76,86,100,7.02
423,Calama,CL,2022-02-02 15:31:25,-22.4667,-68.9333,72.14,16,0,14.03
424,Cayenne,GF,2022-02-02 15:30:51,4.9333,-52.3333,82.44,81,100,8.99
425,Matara,LK,2022-02-02 15:28:37,5.9485,80.5353,76.68,78,25,7.76
426,Souillac,MU,2022-02-02 15:31:55,-20.5167,57.5167,81.36,89,75,34.52
427,Broome,US,2022-02-02 15:31:55,42.2506,-75.833,37.62,74,40,3.0
428,Potosi,BO,2022-02-02 15:31:55,-19.5836,-65.7531,47.26,71,75,9.22
429,San Buenaventura,MX,2022-02-02 15:31:56,27.0833,-101.5333,64.47,58,40,0.0
430,Reading,GB,2022-02-02 15:31:56,51.4562,-0.9711,55.44,66,75,4.0
431,Hirara,JP,2022-02-02 15:31:56,24.8,125.2833,71.37,74,99,14.05
432,Mangaratiba,BR,2022-02-02 15:27:24,-22.9597,-44.0406,85.33,85,97,2.57
433,Saint-Francois,FR,2022-02-02 15:31:57,46.4154,3.9054,49.44,88,100,5.75
434,Atasu,KZ,2022-02-02 15:31:57,48.6814,71.6433,11.84,86,100,5.03
435,Grong,NO,2022-02-02 15:31:58,64.4654,12.3149,20.62,91,96,5.7
436,Shaunavon,CA,2022-02-02 15:31:58,49.6501,-108.4181,-15.02,97,94,4.5
437,Haradok,BY,2022-02-02 15:31:58,55.4624,29.9816,24.91,96,100,5.44
438,Verkhnevilyuysk,RU,2022-02-02 15:31:59,63.4453,120.3167,-21.1,98,98,5.3
439,Rock Sound,BS,2022-02-02 15:31:59,24.9,-76.2,73.06,64,21,18.45
440,Chumikan,RU,2022-02-02 15:31:59,54.7183,135.315,-9.35,85,32,12.26
441,Russkiy Kameshkir,RU,2022-02-02 15:32:00,52.8589,46.0892,32.38,98,100,12.03
442,Srednekolymsk,RU,2022-02-02 15:32:00,67.45,153.6833,-18.17,95,89,6.08
443,Santa Isabel Do Rio Negro,BR,2022-02-02 15:32:01,-0.4139,-65.0192,91.15,50,42,5.99
444,Pudozh,RU,2022-02-02 15:32:01,61.8099,36.5345,12.72,98,100,0.96
445,Lovington,US,2022-02-02 15:32:02,32.944,-103.3485,33.03,68,100,5.99
446,Hede,CN,2022-02-02 15:32:02,33.7681,120.2517,35.38,63,100,3.6
447,Tautira,PF,2022-02-02 15:32:03,-17.7333,-149.15,77.02,78,25,18.92
448,Mankono,CI,2022-02-02 15:32:03,8.0586,-6.1897,95.34,8,3,3.67
449,Komyshnya,UA,2022-02-02 15:32:03,50.1859,33.684,21.69,99,100,4.29
450,Smithers,CA,2022-02-02 15:32:04,54.7804,-127.1743,8.92,85,100,11.5
451,Sarab,IR,2022-02-02 15:32:04,38.6066,44.9883,24.64,84,8,4.94
452,Kokstad,ZA,2022-02-02 15:32:05,-30.5472,29.4241,76.03,79,51,4.85
453,Rabo De Peixe,PT,2022-02-02 15:32:05,37.8,-25.5833,63.28,94,40,10.36
454,Gerash,IR,2022-02-02 15:32:05,27.6652,54.1371,59.14,34,0,4.99
455,Dunedin,NZ,2022-02-02 15:32:06,-45.8742,170.5036,61.27,99,100,1.1
456,Hay River,CA,2022-02-02 15:30:12,60.8156,-115.7999,-22.04,76,20,3.44
457,Curillo,CO,2022-02-02 15:33:06,1.0333,-75.9191,86.49,56,88,1.77
458,Auki,SB,2022-02-02 15:33:07,-8.7676,160.7034,78.31,86,100,6.02
459,Makat,KZ,2022-02-02 15:33:07,47.6469,53.3463,30.47,93,36,9.15
460,Terre Haute,US,2022-02-02 15:30:01,39.4667,-87.4139,44.24,94,100,8.05
461,Tyshkivka,UA,2022-02-02 15:33:08,48.4967,30.9423,30.22,91,100,7.18
462,Masalli,KR,2022-02-02 15:33:08,34.7959,126.6553,28.08,63,100,5.97
463,Karaton,ID,2022-02-02 15:33:08,-6.3424,106.1045,81.95,91,81,2.24
464,Gustrow,DE,2022-02-02 15:33:09,53.7972,12.1734,42.98,87,75,11.5
465,Berlevag,NO,2022-02-02 15:33:09,70.8578,29.0864,17.55,93,100,5.75
466,Alberton,CA,2022-02-02 15:33:09,46.8168,-64.0654,21.11,89,96,16.51
467,Maragogi,BR,2022-02-02 15:33:10,-9.0122,-35.2225,85.53,60,25,9.91
468,Sobolevo,RU,2022-02-02 15:33:10,54.4299,31.8996,24.62,96,100,8.19
469,Irbeyskoye,RU,2022-02-02 15:33:10,55.6428,95.4522,-1.08,99,97,0.72
470,Broken Hill,AU,2022-02-02 15:33:11,-31.95,141.4333,62.31,45,0,12.66
471,Ust-Kan,RU,2022-02-02 15:33:11,50.9276,84.761,-2.96,94,41,3.13
472,Piacabucu,BR,2022-02-02 15:33:12,-10.4056,-36.4344,87.57,56,13,13.44
473,Goderich,CA,2022-02-02 15:33:12,43.7501,-81.7165,35.04,93,100,4.61
474,Puerto Escondido,MX,2022-02-02 15:33:12,15.85,-97.0667,77.83,83,0,6.91
475,Bayangol,RU,2022-02-02 15:33:13,50.6977,103.4656,-7.17,97,100,3.6
476,Klaksvik,FO,2022-02-02 15:33:13,62.2266,-6.589,38.32,72,100,19.66
477,Chiusi,IT,2022-02-02 15:33:13,43.016,11.9475,56.37,63,0,2.48
478,Negombo,LK,2022-02-02 15:33:14,7.2083,79.8358,80.65,78,0,5.75
479,Emerald,AU,2022-02-02 15:33:14,-23.5333,148.1667,77.14,100,75,9.22
480,Ocampo,MX,2022-02-02 15:33:14,21.65,-101.5,59.43,23,0,13.87
481,Zhigansk,RU,2022-02-02 15:33:15,66.7697,123.3711,-13.14,97,100,1.83
482,Qaqortoq,GL,2022-02-02 15:33:15,60.7167,-46.0333,5.5,65,3,4.5
483,Komsomolets,KZ,2022-02-02 15:33:15,53.7453,62.0708,20.23,95,97,7.7
484,Lincoln,US,2022-02-02 15:30:51,40.8,-96.667,13.17,58,40,4.0
485,Nalut,LY,2022-02-02 15:33:16,30.3333,10.85,53.49,34,3,15.43
486,Poso,ID,2022-02-02 15:33:16,-1.3959,120.7524,76.55,76,100,4.9
487,Namibe,AO,2022-02-02 15:33:17,-15.1961,12.1522,76.78,61,96,14.61
488,Barga,IT,2022-02-02 15:33:17,44.0742,10.4808,55.42,76,0,0.16
489,Bambanglipuro,ID,2022-02-02 15:33:18,-7.95,110.2833,65.61,83,89,1.88
490,Cabedelo,BR,2022-02-02 15:30:15,-6.9811,-34.8339,88.47,62,94,12.39
491,Kiruna,SE,2022-02-02 15:33:18,67.8557,20.2251,7.72,92,100,2.3
492,Olafsvik,IS,2022-02-02 15:33:19,64.8945,-23.7142,32.59,55,71,14.12
493,Anadyr,RU,2022-02-02 15:33:19,64.75,177.4833,2.41,69,0,11.68
494,Yeppoon,AU,2022-02-02 15:33:19,-23.1333,150.7333,80.38,82,100,3.78
495,Bad Freienwalde,DE,2022-02-02 15:33:20,52.7873,14.0304,43.56,69,85,11.99
496,Damietta,EG,2022-02-02 15:33:20,31.4165,31.8133,61.54,48,100,8.61
497,Camacha,PT,2022-02-02 15:33:20,33.0833,-16.3333,65.53,88,40,11.5
498,Kampene,CD,2022-02-02 15:33:21,-3.6,26.6667,72.23,93,99,1.79
499,Santa Rosalia,MX,2022-02-02 15:33:21,27.3167,-112.2833,58.77,63,95,7.72
500,Marystown,CA,2022-02-02 15:33:22,47.1666,-55.1483,25.86,100,15,1.01
501,Pokhara,NP,2022-02-02 15:33:22,28.2333,83.9833,51.96,75,96,0.36
502,Grajau,BR,2022-02-02 15:34:22,-5.8194,-46.1386,86.67,62,11,4.76
503,Alice Springs,AU,2022-02-02 15:31:24,-23.7,133.8833,65.75,94,100,6.91
504,Januaria,BR,2022-02-02 15:34:23,-15.4833,-44.3667,88.3,53,88,2.53
505,Santa Maria Del Oro,MX,2022-02-02 15:34:23,25.9333,-105.3667,55.69,21,3,4.85
506,Aksum,ET,2022-02-02 15:34:24,14.1245,38.7244,69.17,36,91,1.77
507,Korla,CN,2022-02-02 15:34:24,41.7597,86.1469,24.94,55,8,5.86
508,Kamyshevatskaya,RU,2022-02-02 15:34:24,46.4132,37.9563,43.83,93,100,17.34
509,Soloneshnoye,RU,2022-02-02 15:34:25,51.6544,84.3197,5.61,96,95,4.32
510,Tura,IN,2022-02-02 15:34:25,25.5198,90.2201,56.23,64,0,4.25
511,Pristina,XK,2022-02-02 15:34:25,42.6727,21.1669,34.97,60,75,2.3
512,Riberalta,BO,2022-02-02 15:34:26,-10.9833,-66.1,79.0,83,75,6.91
513,Marand,IR,2022-02-02 15:34:26,38.4329,45.7749,30.54,81,13,3.42
514,Gwadar,PK,2022-02-02 15:34:27,25.1216,62.3254,74.28,38,0,15.59
515,Changji,CN,2022-02-02 15:34:27,44.0167,87.3167,2.19,92,13,2.24
516,Aitape,PG,2022-02-02 15:34:27,-3.1374,142.3475,77.92,82,100,1.66
517,Ahipara,NZ,2022-02-02 15:34:28,-35.1667,173.1667,66.85,91,100,10.45
518,Canutama,BR,2022-02-02 15:34:28,-6.5339,-64.3831,82.26,85,100,0.96
519,Correntina,BR,2022-02-02 15:34:28,-13.3433,-44.6367,88.03,48,9,3.02
520,Spring Hill,US,2022-02-02 15:34:29,28.4769,-82.5255,73.69,52,5,3.0
521,Akyab,MM,2022-02-02 15:34:29,20.15,92.9,69.31,68,1,7.49
522,Storm Lake,US,2022-02-02 15:34:29,42.6411,-95.2097,3.15,71,0,19.57
523,Castrovillari,IT,2022-02-02 15:34:30,39.8203,16.2123,44.1,56,1,6.04
524,Terrace,CA,2022-02-02 15:33:45,54.5163,-128.6035,26.42,93,100,8.05
525,Atambua,ID,2022-02-02 15:34:30,-9.1061,124.8925,73.67,89,60,2.91
526,La Palma,US,2022-02-02 15:34:31,33.8464,-118.0467,58.1,28,0,6.42
527,Mama,RU,2022-02-02 15:34:31,58.3106,112.8986,-14.89,100,100,3.44
528,Qasigiannguit,GL,2022-02-02 15:34:31,68.8193,-51.1922,5.25,78,62,9.31
529,Lorut,AM,2022-02-02 15:34:32,40.9372,44.7714,22.6,82,88,8.57
530,Dongsheng,CN,2022-02-02 15:34:32,39.8161,109.9776,12.65,27,0,3.36
531,Codrington,AU,2022-02-02 15:34:32,-38.2667,141.9667,58.86,64,99,13.76
532,Kargala,RU,2022-02-02 15:34:33,56.6208,83.9607,23.95,97,100,3.49
533,Ola,RU,2022-02-02 15:34:33,59.5833,151.2833,6.08,81,96,11.05
534,Rongcheng,CN,2022-02-02 15:34:33,30.634,117.8517,35.87,100,100,3.02
535,Inhambane,MZ,2022-02-02 15:34:34,-23.865,35.3833,85.98,66,20,12.66
536,Jasper,US,2022-02-02 15:34:34,37.2001,-94.3502,24.28,84,100,5.99
537,Mananjary,MG,2022-02-02 15:34:34,-21.2167,48.3333,77.16,76,100,9.53
538,Mlonggo,ID,2022-02-02 15:34:35,-6.5333,110.7,78.69,84,72,6.69
539,Sayyan,YE,2022-02-02 15:34:35,15.1718,44.3244,57.9,41,36,12.08
540,Vigrestad,NO,2022-02-02 15:34:35,58.5667,5.7,39.0,81,96,12.19
541,Beruwala,LK,2022-02-02 15:34:36,6.4788,79.9828,77.95,75,7,1.86
542,Capim Grosso,BR,2022-02-02 15:34:36,-11.3811,-40.0128,88.59,40,9,8.1
543,Saint-Georges,GD,2022-02-02 15:33:16,12.0564,-61.7485,83.88,74,20,24.16
544,Hun,LY,2022-02-02 15:34:37,29.1268,15.9477,55.24,41,87,20.22
545,Chowchilla,US,2022-02-02 15:31:14,37.123,-120.2602,46.11,93,0,3.44
546,Kavaje,AL,2022-02-02 15:34:37,41.1856,19.5569,51.96,54,0,13.35
547,Drumnadrochit,GB,2022-02-02 15:34:38,57.3344,-4.4799,51.58,90,100,6.69
548,Brae,GB,2022-02-02 15:35:38,60.3964,-1.353,44.51,88,100,8.9
549,Maryborough,AU,2022-02-02 15:31:46,-25.5333,152.7,75.2,96,100,3.31
550,Ponta Do Sol,PT,2022-02-02 15:35:39,32.6667,-17.1,69.01,66,100,4.76
551,Gritsovskiy,RU,2022-02-02 15:35:39,54.1376,38.1604,12.65,96,77,6.71
552,Kargasok,RU,2022-02-02 15:35:39,59.0556,80.8572,12.63,95,91,7.81
553,Scottsboro,US,2022-02-02 15:35:40,34.6723,-86.0341,53.11,66,100,6.91
554,Nampula,MZ,2022-02-02 15:35:40,-15.1165,39.2666,87.75,51,40,6.91
555,Bayan,CN,2022-02-02 15:35:41,46.0833,127.4,-1.82,98,97,5.66
556,Manbij,SY,2022-02-02 15:35:41,36.5281,37.9549,47.17,62,93,10.8
557,Williamsburg,US,2022-02-02 15:32:50,37.2707,-76.7075,42.76,88,0,0.0
558,Koungou,YT,2022-02-02 15:35:41,-12.7336,45.2042,80.31,89,75,5.75
559,Praia,CV,2022-02-02 15:35:42,14.9215,-23.5087,86.54,37,12,21.85
560,Wolfsberg,AT,2022-02-02 15:35:42,46.8406,14.8442,45.91,82,41,5.68
561,Dhidhdhoo,MV,2022-02-02 15:34:30,6.8833,73.1,81.66,74,8,9.64
562,Santa Flavia,IT,2022-02-02 15:35:43,38.085,13.5351,57.25,60,1,15.99
563,Black Diamond,US,2022-02-02 15:35:43,47.3087,-122.0032,35.22,89,100,1.01
564,Nishio,JP,2022-02-02 15:35:44,34.8667,137.05,42.71,61,10,8.43
565,Lebedinyy,RU,2022-02-02 15:35:44,58.5167,125.5167,-16.26,99,100,2.73
566,Kulhudhuffushi,MV,2022-02-02 15:35:44,6.6221,73.07,81.7,75,5,8.63
567,Alta Floresta,BR,2022-02-02 15:35:45,-9.8756,-56.0861,85.82,70,75,2.3
